,features,labels
912,[0.11905196 0.02998712 0.13206742 ... 0.10527266 0.07772104 0.14833906],Eczema
913,[0.24532524 0.07818878 0.11541528 ... 0.08021197 0.10444979 0.09112975],Eczema
914,[0.23369378 0.21048836 0.17358331 ... 0.01825217 0.03384526 0.030787  ],Eczema
915,[0.22990424 0.062851   0.14745471 ... 0.1012202  0.14280047 0.21982018],Eczema
916,[0.27640879 0.27640879 0.18493707 ... 0.2181711  0.18505528 0.25611785],Eczema
917,[0.16095909 0.06811043 0.13683395 ... 0.17019008 0.11080319 0.0985438 ],Eczema
918,[0.25338727 0.20285006 0.04689575 ... 0.12373642 0.13250098 0.18370405],Eczema
919,[0.22153801 0.22153801 0.22153801 ... 0.2149535  0.23584604 0.23584604],Eczema
920,[0.35204281 0.06821849 0.02619002 ... 0.         0.         0.        ],Eczema
921,[0.24001069 0.24001069 0.21345248 ... 0.21832049 0.21790808 0.15476765],Eczema
922,[0.25327151 0.08561417 0.0708971  ... 0.21168628 0.1793853  0.10824174],Eczema
923,[0.26083699 0.08730815 0.11043703 ... 0.         0.         0.        ],Eczema
924,[0.27302221 0.         0.         ... 0.01567412 0.         0.        ],Eczema
925,[0.1608862  0.21705457 0.25184993 ... 0.07891267 0.10569393 0.06226449],Eczema
926,[0.24448315 0.12889537 0.05857424 ... 0.15442564 0.15765938 0.15831849],Eczema
927,[0.05144737 0.         0.0149797  ... 0.0697281  0.03463523 0.01632721],Eczema
928,[0.18524207 0.         0.         ... 0.02950342 0.         0.03298583],Eczema
929,[0.27918741 0.14102613 0.2179322  ... 0.22855414 0.22855414 0.19472341],Eczema
930,[0.05317618 0.         0.08773621 ... 0.21534257 0.1441384  0.22153838],Eczema
931,[0.22828231 0.         0.04754239 ... 0.22295642 0.11125489 0.03481544],Eczema
932,[0.29538129 0.08596242 0.07306707 ... 0.12223043 0.2320191  0.17104467],Eczema
933,[0.16465819 0.23119946 0.15819061 ... 0.0653152  0.06315627 0.05091461],Eczema
934,[0.29657147 0.13693621 0.0663188  ... 0.         0.         0.        ],Eczema
935,[0.31065014 0.0525739  0.13300259 ... 0.08006379 0.13015049 0.1400366 ],Eczema
936,[0.28116874 0.12269661 0.09752772 ... 0.01897851 0.03571745 0.04318975],Eczema
937,[0.13513524 0.13684724 0.04203693 ... 0.03656784 0.06766916 0.07096954],Eczema
938,[0.16330341 0.01848899 0.02046356 ... 0.01087386 0.01719308 0.        ],Eczema
939,[0.35632751 0.16199658 0.1596348  ... 0.05477657 0.12118869 0.27308796],Eczema
940,[0.37296063 0.18682864 0.09085939 ... 0.047417   0.         0.        ],Eczema
941,[0.15760722 0.21171078 0.22579465 ... 0.12204094 0.08311331 0.11199996],Eczema
942,[0.42212307 0.23065224 0.07665192 ... 0.12192912 0.15773473 0.04957124],Eczema
943,[0.23093627 0.08098477 0.25729394 ... 0.06513125 0.16995045 0.23522282],Eczema
944,[0.21906938 0.0348549  0.08486647 ... 0.08527001 0.03852107 0.        ],Eczema
945,[0.2442708  0.13700385 0.1650316  ... 0.00447998 0.00510797 0.        ],Eczema
946,[0.32736559 0.32736559 0.13465673 ... 0.05891931 0.07905558 0.26460432],Eczema
947,[0.12418335 0.23897554 0.23897554 ... 0.21721956 0.16424499 0.15112979],Eczema
948,[0.32507138 0.         0.01641858 ... 0.0266444  0.00468094 0.        ],Eczema
949,[0.26652401 0.22168418 0.03509879 ... 0.         0.         0.        ],Eczema
950,[0.41046386 0.         0.13066036 ... 0.03192973 0.01682845 0.02379902],Eczema
951,[0.23383316 0.23383316 0.23383316 ... 0.01843152 0.03157207 0.20732223],Eczema
952,[0.05348857 0.         0.28166766 ... 0.05354317 0.05942623 0.15194989],Eczema
953,[0.22647418 0.20267817 0.1251502  ... 0.22896111 0.22203154 0.12072691],Eczema
954,[0.22344    0.03152625 0.0962552  ... 0.03302758 0.00941005 0.        ],Eczema
955,[0.28369611 0.12673658 0.03746762 ... 0.02987535 0.15917401 0.24956449],Eczema
956,[0.15308036 0.         0.0309269  ... 0.01567061 0.00827676 0.11285702],Eczema
957,[0.         0.         0.         ... 0.02142481 0.08305581 0.27715049],Eczema
958,[0.1880784  0.05398937 0.24119678 ... 0.04425529 0.         0.00652424],Eczema
959,[0.40238925 0.00919801 0.02326934 ... 0.1690729  0.13074151 0.03013741],Eczema
960,[0.22248931 0.02787125 0.03924982 ... 0.05179624 0.18831996 0.14416944],Eczema
961,[0.15301217 0.01496273 0.17847526 ... 0.09354092 0.14308314 0.07247041],Eczema
962,[0.23058124 0.12405528 0.14421986 ... 0.23381747 0.23381747 0.12150222],Eczema
963,[0.2573729  0.15198663 0.13294547 ... 0.11157291 0.13888382 0.07179683],Eczema
964,[0.2504774  0.2504774  0.2504774  ... 0.05468156 0.         0.        ],Eczema
965,[0.08021984 0.         0.         ... 0.05975747 0.         0.17765214],Eczema
966,[0.06374148 0.         0.         ... 0.         0.         0.        ],Eczema
967,[0.24348845 0.13071994 0.11088307 ... 0.23007504 0.23007504 0.12590911],Eczema
968,[0.31024192 0.         0.         ... 0.         0.         0.        ],Eczema
969,[0.2485808  0.09244165 0.11041686 ... 0.18288465 0.18895819 0.17161151],Eczema
970,[0.17631619 0.19638241 0.08910536 ... 0.01036835 0.01639381 0.04539832],Eczema
971,[0.32448827 0.         0.         ... 0.06257988 0.13089625 0.15177455],Eczema
972,[0.28447002 0.03449073 0.03079888 ... 0.         0.         0.        ],Eczema
973,[0.1336711  0.14304719 0.19209916 ... 0.21030057 0.22414108 0.05830754],Eczema
974,[0.22626044 0.07293037 0.14459338 ... 0.14607425 0.22321774 0.08678247],Eczema
975,[0.34814863 0.         0.         ... 0.17593432 0.01632575 0.0284218 ],Eczema
976,[0.27328963 0.07995923 0.0641308  ... 0.02670032 0.10621931 0.11047116],Eczema
977,[0.03166667 0.00393382 0.04396891 ... 0.2512753  0.         0.        ],Eczema
978,[0.27717851 0.1881821  0.18374319 ... 0.10754691 0.         0.        ],Eczema
979,[0.32764374 0.13397439 0.03776991 ... 0.0827071  0.13077142 0.        ],Eczema
980,[0.2470153  0.06936005 0.17651086 ... 0.22912646 0.23837798 0.06148108],Eczema
981,[0.1414809  0.         0.         ... 0.0905275  0.10626718 0.34166813],Eczema
982,[0.28875636 0.08498373 0.12982    ... 0.10107902 0.12617241 0.08283469],Eczema
983,[0.25479814 0.17587802 0.19623169 ... 0.20344597 0.23097757 0.23097757],Eczema
984,[0.25368405 0.07784565 0.11272176 ... 0.22313363 0.21343914 0.15679041],Eczema
985,[0.04187754 0.01702564 0.04064641 ... 0.08232178 0.04338739 0.03067952],Eczema
986,[0.32393547 0.05667668 0.03384788 ... 0.         0.         0.        ],Eczema
987,[0.23871579 0.12992354 0.15911144 ... 0.13969413 0.14047484 0.24863186],Eczema
988,[0.26912027 0.1257713  0.06096392 ... 0.15532986 0.11615724 0.02229174],Eczema
989,[0.17287401 0.03471946 0.12902107 ... 0.21483624 0.21640187 0.22332182],Eczema
990,[0.23343727 0.06364552 0.06915814 ... 0.1194182  0.06228992 0.08408189],Eczema
991,[0.22695725 0.04344302 0.11902027 ... 0.02303762 0.02491578 0.0336602 ],Eczema
992,[0.48713174 0.         0.         ... 0.04742986 0.07255374 0.02121128],Eczema
993,[0.23277099 0.17270108 0.09280357 ... 0.10387287 0.2246625  0.1561243 ],Eczema
994,[0.13352482 0.09752354 0.11290206 ... 0.15102728 0.15003326 0.14668916],Eczema
995,[0.23524155 0.09236666 0.13364905 ... 0.10465517 0.20081666 0.23215338],Eczema
996,[0.18649767 0.05528534 0.1438548  ... 0.34661639 0.         0.        ],Eczema
997,[0.20565189 0.03641091 0.09591198 ... 0.02888479 0.         0.        ],Eczema
998,[0.08627888 0.02955625 0.25954569 ... 0.17154698 0.11432213 0.30798536],Eczema
999,[0.14605099 0.07296594 0.07647931 ... 0.17127242 0.08518057 0.01990087],Eczema
1000,[0.18682235 0.03441414 0.03606187 ... 0.         0.         0.        ],Eczema
1001,[0.39152881 0.08435806 0.01348661 ... 0.13201029 0.19627693 0.19701322],Eczema
1002,[0.23381108 0.23381108 0.21386657 ... 0.07426763 0.12126571 0.09980408],Eczema
1003,[0.09687968 0.1008306  0.00909779 ... 0.19215001 0.05063599 0.        ],Eczema
1004,[0.18118232 0.         0.09719087 ... 0.00428867 0.06794906 0.28664527],Eczema
1005,[0.48740493 0.         0.         ... 0.23981203 0.         0.        ],Eczema
1006,[0.24725362 0.15926385 0.18980947 ... 0.1536759  0.23482347 0.23482347],Eczema
1007,[0.43949519 0.04485895 0.         ... 0.11958925 0.17951673 0.03479102],Eczema
1008,[0.27551404 0.1063931  0.06293834 ... 0.11689697 0.11497937 0.14314169],Eczema
1009,[0.         0.         0.         ... 0.25278527 0.15356842 0.23627164],Eczema
1010,[0.25341848 0.25341848 0.25341848 ... 0.16360187 0.25890525 0.27159246],Eczema
1011,[0.40066832 0.00829829 0.00669029 ... 0.07128296 0.04231983 0.06343379],Eczema
1012,[0.05795292 0.         0.         ... 0.         0.         0.        ],Eczema
1013,[0.1799915  0.10800925 0.07476598 ... 0.27836091 0.20995829 0.07365117],Eczema
1014,[0.29798375 0.05486622 0.02256963 ... 0.00449083 0.05724709 0.04860063],Eczema
1015,[0.48147086 0.         0.         ... 0.08944682 0.03857123 0.        ],Eczema
1016,[0.3152606  0.01798529 0.01137489 ... 0.02443569 0.06251335 0.0664633 ],Eczema
1017,[0.18745996 0.13962453 0.24349331 ... 0.09822357 0.14561456 0.09153581],Eczema
1018,[0.2430768  0.2430768  0.18287284 ... 0.17903262 0.08226787 0.22572625],Eczema
1019,[0.49588446 0.         0.         ... 0.         0.         0.        ],Eczema
1020,[0.47838727 0.         0.         ... 0.06009992 0.1126926  0.2747434 ],Eczema
1021,[0.         0.         0.         ... 0.07845712 0.29289891 0.32459202],Eczema
1022,[0.         0.         0.         ... 0.10611299 0.         0.        ],Eczema
1023,[0.30926122 0.21490694 0.10429441 ... 0.04570548 0.         0.        ],Eczema
1024,[0.25150584 0.24465743 0.25150584 ... 0.18488383 0.19083402 0.02789524],Eczema
1025,[0.250304   0.09060914 0.1502892  ... 0.22246718 0.22246718 0.19634304],Eczema
1026,[0.32287731 0.32287731 0.32287731 ... 0.23367314 0.08530769 0.        ],Eczema
1027,[0.49970484 0.         0.         ... 0.1275584  0.02240973 0.03169214],Eczema
1028,[0.22458031 0.19252651 0.18363771 ... 0.11430594 0.17960507 0.1279065 ],Eczema
1029,[0.         0.         0.         ... 0.16547836 0.07717579 0.21691554],Eczema
1030,[0.25874771 0.17688468 0.10038939 ... 0.07532051 0.17501427 0.05994908],Eczema
1031,[0.09619369 0.01792464 0.24940372 ... 0.05738805 0.03987066 0.01621888],Eczema
1032,[0.23371163 0.19330865 0.12360344 ... 0.22683202 0.186923   0.03209816],Eczema
1033,[0.         0.         0.         ... 0.02712551 0.         0.        ],Eczema
1034,[0.11292656 0.         0.0049907  ... 0.08751163 0.         0.        ],Eczema
1035,[0. 0. 0. ... 0. 0. 0.],Eczema
1036,[0.21320568 0.22107385 0.10070106 ... 0.12021838 0.10556037 0.08857531],Eczema
1037,[0.47775902 0.         0.01381149 ... 0.02907081 0.03447374 0.06500431],Eczema
1038,[0.10174696 0.         0.09592795 ... 0.05932655 0.         0.        ],Eczema
1039,[0.16496873 0.01084945 0.03087807 ... 0.         0.         0.01878671],Eczema
1040,[0.24441223 0.24441223 0.23685464 ... 0.16671391 0.10485971 0.15281257],Eczema
1041,[0.34001951 0.31571537 0.14361171 ... 0.1930879  0.07975112 0.23886755],Eczema
1042,[0.03628282 0.05428061 0.16966399 ... 0.03275894 0.01035929 0.08660522],Eczema
1043,[0.24827043 0.22487176 0.05815384 ... 0.         0.         0.        ],Eczema
1044,[0.19818886 0.03620249 0.1279563  ... 0.17363353 0.         0.        ],Eczema
1045,[0.57735027 0.         0.57735027 ... 0.         0.         0.        ],Eczema
1046,[0.12963126 0.0017584  0.00333633 ... 0.         0.         0.        ],Eczema
1047,[0. 0. 0. ... 0. 0. 0.],Eczema
1048,[0.23622337 0.12854751 0.12785156 ... 0.12793565 0.10132209 0.23898623],Eczema
1049,[0.05779033 0.02411351 0.25473097 ... 0.05581099 0.05463497 0.22022203],Eczema
1050,[0.43830299 0.         0.01499311 ... 0.04109067 0.03898203 0.07908869],Eczema
1051,[0.25773341 0.10440679 0.04940796 ... 0.05355228 0.02822453 0.07482157],Eczema
1052,[0.18034897 0.1128188  0.11313798 ... 0.24476171 0.20911587 0.13124244],Eczema
1053,[0.1124922  0.33718762 0.33718762 ... 0.12201218 0.35994071 0.35994071],Eczema
1054,[0.39754657 0.08721138 0.16547196 ... 0.17429301 0.22927841 0.21437679],Eczema
1055,[0.         0.         0.         ... 0.12196545 0.2600303  0.1888169 ],Eczema
1056,[0.49913116 0.01375424 0.00227749 ... 0.00264652 0.         0.01138736],Eczema
1057,[0.21855463 0.06377505 0.18083418 ... 0.22379747 0.22379747 0.12754252],Eczema
1058,[0.31941442 0.1681605  0.07529757 ... 0.         0.02215667 0.26616034],Eczema
1059,[0.35860554 0.19162156 0.21269999 ... 0.19033257 0.22823515 0.21643468],Eczema
1060,[0. 0. 0. ... 0. 0. 0.],Eczema
1061,[0.25428927 0.2366495  0.1598365  ... 0.16297815 0.09226162 0.08125334],Eczema
1062,[0.30220835 0.0940688  0.11898866 ... 0.09659877 0.03498034 0.07096986],Eczema
1063,[0.28280263 0.05270216 0.11666119 ... 0.11355671 0.17728556 0.22065558],Eczema
1064,[0.22062922 0.18266851 0.16852509 ... 0.08076631 0.05620863 0.21216289],Eczema
1065,[0.24127338 0.09141242 0.11433453 ... 0.17025268 0.17387803 0.04129157],Eczema
1066,[0.23848078 0.17585784 0.07670669 ... 0.24782601 0.         0.        ],Eczema
1067,[0.23921633 0.16185439 0.11917812 ... 0.16522947 0.13740556 0.28924095],Eczema
1068,[0.24417858 0.08586542 0.1582695  ... 0.05720676 0.21763671 0.14671849],Eczema
1069,[0.00663656 0.         0.         ... 0.00701181 0.         0.        ],Eczema
1070,[0.07309305 0.         0.         ... 0.         0.         0.        ],Eczema
1071,[0.2971389  0.         0.23044408 ... 0.         0.11029174 0.        ],Eczema
1072,[0.01607826 0.         0.00988613 ... 0.         0.         0.        ],Eczema
1073,[0.27276392 0.161195   0.24274125 ... 0.29579848 0.         0.        ],Eczema
1074,[0.33329915 0.17312488 0.02481473 ... 0.02535963 0.         0.        ],Eczema
1075,[0.30236125 0.         0.05509328 ... 0.09388947 0.         0.        ],Eczema
1076,[0.1935568  0.21148963 0.14615884 ... 0.11356129 0.07484647 0.08564818],Eczema
1077,[0.31169955 0.14437572 0.0913112  ... 0.00970568 0.         0.        ],Eczema
1078,[0.25339767 0.0942216  0.04060549 ... 0.08682482 0.14779193 0.11919415],Eczema
1079,[0.28718819 0.         0.06736558 ... 0.11663622 0.06147269 0.12471886],Eczema
1080,[0.22947504 0.16342708 0.09928682 ... 0.17285647 0.11742207 0.        ],Eczema
1081,[0.16370815 0.         0.         ... 0.04093239 0.         0.        ],Eczema
1082,[0.25904966 0.22433293 0.23525266 ... 0.08439249 0.10250704 0.10574627],Eczema
1083,[0.401433   0.02813026 0.01067468 ... 0.02678894 0.14193013 0.22154759],Eczema
1084,[0.22398797 0.12334655 0.20974683 ... 0.09421073 0.01655114 0.0468137 ],Eczema
1085,[0.29892977 0.02390152 0.07558324 ... 0.06224204 0.13957932 0.11515959],Eczema
1086,[0.09357444 0.         0.05353578 ... 0.17151869 0.         0.        ],Eczema
1087,[0.29773218 0.05192301 0.09851698 ... 0.11984273 0.25730171 0.24044509],Eczema
1088,[0.14577407 0.         0.04850721 ... 0.23389207 0.07396318 0.03486658],Eczema
1089,[0.21010715 0.08652657 0.21010715 ... 0.14809863 0.10438983 0.11758258],Eczema
1090,[0.23450751 0.23450751 0.10917506 ... 0.2360456  0.11676657 0.07659642],Eczema
1091,[0. 0. 0. ... 0. 0. 0.],Eczema
1092,[0. 0. 0. ... 0. 0. 0.],Eczema
1093,[0.2874668  0.02523871 0.0798118  ... 0.23820562 0.23820562 0.16795933],Eczema
1094,[0.09053803 0.09337797 0.01856581 ... 0.01530563 0.00765282 0.00671196],Eczema
1095,[0.23781857 0.0809996  0.11271941 ... 0.17670143 0.08304148 0.086885  ],Eczema
1096,[0.02955475 0.         0.00731443 ... 0.         0.         0.        ],Eczema
1097,[0.16155984 0.25869125 0.15946969 ... 0.23277957 0.         0.        ],Eczema
1098,[0.24863362 0.06729011 0.18441801 ... 0.04959649 0.22637004 0.22637004],Eczema
1099,[0.24077053 0.12189096 0.03912443 ... 0.12622207 0.24291346 0.2103664 ],Eczema
1100,[0.2399904  0.         0.04242471 ... 0.         0.         0.        ],Eczema
1101,[0.22361037 0.16025982 0.07976961 ... 0.11466506 0.17730472 0.23919365],Eczema
1102,[0.21368526 0.12827385 0.14278761 ... 0.13197586 0.20789076 0.24680399],Eczema
1103,[0.03611922 0.         0.00237583 ... 0.00228042 0.         0.        ],Eczema
1104,[0.35656454 0.         0.10311287 ... 0.01885618 0.         0.        ],Eczema
1105,[0. 0. 0. ... 0. 0. 0.],Eczema
1106,[0.30956759 0.19891107 0.30956759 ... 0.         0.         0.04611355],Eczema
1107,[0.02598358 0.         0.         ... 0.0038506  0.         0.        ],Eczema
1108,[0.20229203 0.2110116  0.26145862 ... 0.17369661 0.13302386 0.09813895],Eczema
1109,[0.31973085 0.1583184  0.12146375 ... 0.21160177 0.04182148 0.        ],Eczema
1110,[0.2697986  0.2064424  0.13632954 ... 0.         0.         0.        ],Eczema
1111,[0.22468569 0.07083068 0.17335551 ... 0.13704742 0.1733289  0.20105806],Eczema
1112,[0.00860244 0.         0.00608284 ... 0.00513431 0.         0.        ],Eczema
1113,[0.29379335 0.08108112 0.05678161 ... 0.18131788 0.17425476 0.04031351],Eczema
1114,[0. 0. 0. ... 0. 0. 0.],Eczema
1115,[0.22997598 0.06430506 0.07832873 ... 0.13682914 0.07012768 0.09704845],Eczema
1116,[0.32593798 0.         0.32593798 ... 0.31074527 0.         0.        ],Eczema
1117,[0.21516994 0.01879802 0.25689275 ... 0.02488098 0.         0.        ],Eczema
1118,[0.10658947 0.07894512 0.01374428 ... 0.16447046 0.1362797  0.        ],Eczema
1119,[0.05013578 0.01000955 0.01266119 ... 0.         0.         0.        ],Eczema
1120,[0.23760223 0.12134485 0.03820766 ... 0.45420953 0.17072615 0.        ],Eczema
1121,[0. 0. 0. ... 0. 0. 0.],Eczema
1122,[0.30028215 0.20503224 0.26516711 ... 0.00420179 0.         0.11495896],Eczema
1123,[0. 0. 0. ... 0. 0. 0.],Eczema
1124,[0.23000018 0.23913878 0.16739867 ... 0.16522778 0.25352261 0.15414992],Eczema
1125,[0.34002521 0.09809608 0.06288665 ... 0.14578146 0.09598697 0.11586025],Eczema
1126,[0. 0. 0. ... 0. 0. 0.],Eczema
1127,[0.16670918 0.         0.02529383 ... 0.22067727 0.14402058 0.10054916],Eczema
1128,[0.01314865 0.         0.         ... 0.         0.         0.        ],Eczema
1129,[0. 0. 0. ... 0. 0. 0.],Eczema
1130,[0.24977772 0.11374475 0.05477672 ... 0.02734166 0.0485402  0.11955327],Eczema
1131,[0.49920198 0.         0.         ... 0.09856901 0.         0.        ],Eczema
1132,[0.09124828 0.09743774 0.22164795 ... 0.17094685 0.14135107 0.17391401],Eczema
1133,[0.22743549 0.10361196 0.10773491 ... 0.0810842  0.19622566 0.2024286 ],Eczema
1134,[0.23307315 0.0386651  0.01177034 ... 0.17133903 0.1723533  0.22469975],Eczema
1135,[0.07473988 0.         0.         ... 0.01852173 0.         0.        ],Eczema
1136,[0.32248132 0.19691877 0.07093554 ... 0.20087426 0.         0.        ],Eczema
1137,[0.26785038 0.26785038 0.23294714 ... 0.03472201 0.17396141 0.29733682],Eczema
1138,[0.21699005 0.15347738 0.15239171 ... 0.10797552 0.11328204 0.04577286],Eczema
1139,[0.3206243  0.01507889 0.05507227 ... 0.01991844 0.         0.        ],Eczema
1140,[0.27409668 0.         0.27409668 ... 0.10302001 0.13785315 0.02091631],Eczema
1141,[0.27524153 0.27524153 0.27524153 ... 0.0398364  0.         0.05344613],Eczema
1142,[0.22915193 0.20600911 0.16009639 ... 0.15304793 0.18578214 0.20947932],Eczema
1143,[0.26245427 0.12311944 0.05893889 ... 0.16627655 0.01877902 0.07967264],Eczema
1144,[0.28481882 0.20860776 0.04375139 ... 0.19219717 0.05670708 0.03069757],Eczema
1145,[0.13939692 0.13615974 0.14261335 ... 0.16572475 0.08721551 0.05419559],Eczema
1146,[0.31065419 0.         0.1230088  ... 0.01220174 0.01963474 0.09216892],Eczema
1147,[0.26212099 0.2002819  0.26212099 ... 0.1025538  0.15701178 0.11239572],Eczema
1148,[0.3466461  0.         0.09022158 ... 0.0200481  0.         0.02506012],Eczema
1149,[0.24125721 0.06295454 0.03654644 ... 0.02569336 0.04062477 0.        ],Eczema
1150,[0.29127857 0.07872563 0.14937137 ... 0.10882102 0.0180178  0.02548101],Eczema
1151,[0.17331864 0.0080468  0.08764759 ... 0.1821772  0.03181526 0.0165643 ],Eczema
1152,[0.11363701 0.01588126 0.05022094 ... 0.16011813 0.09206147 0.        ],Eczema
1153,[0.24676352 0.13820378 0.24676352 ... 0.         0.         0.        ],Eczema
1154,[0.21035004 0.09609671 0.16986025 ... 0.12459965 0.13273997 0.1240837 ],Eczema
1155,[0.21569147 0.1348512  0.15833625 ... 0.22700294 0.22700294 0.13436171],Eczema
1156,[0.17284009 0.08579322 0.03772776 ... 0.33863038 0.33863038 0.33863038],Eczema
1157,[0.26878163 0.15974601 0.05006549 ... 0.06948886 0.05468697 0.0677356 ],Eczema
1158,[0.34412561 0.21647659 0.21905889 ... 0.13374829 0.24734854 0.15931099],Eczema
1159,[0.         0.         0.         ... 0.12326    0.07181529 0.10564337],Eczema
1160,[0.22265307 0.09761412 0.17213965 ... 0.08314494 0.12339281 0.07353521],Eczema
